Day,Year,Month_Name,Ridership,Date_Str,Date,Month,DayOfWeek,YearMonth
15,2023,September,431198.0,2023-September-15,2023-09-15,9,Friday,2023-09
16,2023,September,340735.0,2023-September-16,2023-09-16,9,Saturday,2023-09
17,2023,September,250209.0,2023-September-17,2023-09-17,9,Sunday,2023-09
18,2023,September,418827.0,2023-September-18,2023-09-18,9,Monday,2023-09
19,2023,September,421799.0,2023-September-19,2023-09-19,9,Tuesday,2023-09
20,2023,September,424916.0,2023-September-20,2023-09-20,9,Wednesday,2023-09
21,2023,September,417501.0,2023-September-21,2023-09-21,9,Thursday,2023-09
22,2023,September,419412.0,2023-September-22,2023-09-22,9,Friday,2023-09
23,2023,September,311838.0,2023-September-23,2023-09-23,9,Saturday,2023-09
24,2023,September,243141.0,2023-September-24,2023-09-24,9,Sunday,2023-09
25,2023,September,410884.0,2023-September-25,2023-09-25,9,Monday,2023-09
26,2023,September,428702.0,2023-September-26,2023-09-26,9,Tuesday,2023-09
27,2023,September,424007.0,2023-September-27,2023-09-27,9,Wednesday,2023-09
28,2023,September,423939.0,2023-September-28,2023-09-28,9,Thursday,2023-09
29,2023,September,433719.0,2023-September-29,2023-09-29,9,Friday,2023-09
30,2023,September,348614.0,2023-September-30,2023-09-30,9,Saturday,2023-09
1,2024,September,242545.0,2024-September-1,2024-09-01,9,Sunday,2024-09
2,2024,September,259645.0,2024-September-2,2024-09-02,9,Monday,2024-09
3,2024,September,326898.0,2024-September-3,2024-09-03,9,Tuesday,2024-09
4,2024,September,381775.0,2024-September-4,2024-09-04,9,Wednesday,2024-09
5,2024,September,369486.0,2024-September-5,2024-09-05,9,Thursday,2024-09
6,2024,September,418548.0,2024-September-6,2024-09-06,9,Friday,2024-09
7,2024,September,327435.0,2024-September-7,2024-09-07,9,Saturday,2024-09
8,2024,September,241511.0,2024-September-8,2024-09-08,9,Sunday,2024-09
9,2024,September,436957.0,2024-September-9,2024-09-09,9,Monday,2024-09
10,2024,September,448032.0,2024-September-10,2024-09-10,9,Tuesday,2024-09
11,2024,September,450814.0,2024-September-11,2024-09-11,9,Wednesday,2024-09
12,2024,September,441342.0,2024-September-12,2024-09-12,9,Thursday,2024-09
13,2024,September,435420.0,2024-September-13,2024-09-13,9,Friday,2024-09
14,2024,September,342928.0,2024-September-14,2024-09-14,9,Saturday,2024-09
15,2024,September,250540.0,2024-September-15,2024-09-15,9,Sunday,2024-09
16,2024,September,431793.0,2024-September-16,2024-09-16,9,Monday,2024-09
17,2024,September,442780.0,2024-September-17,2024-09-17,9,Tuesday,2024-09
18,2024,September,449870.0,2024-September-18,2024-09-18,9,Wednesday,2024-09
19,2024,September,432888.0,2024-September-19,2024-09-19,9,Thursday,2024-09
20,2024,September,443416.0,2024-September-20,2024-09-20,9,Friday,2024-09
21,2024,September,334249.0,2024-September-21,2024-09-21,9,Saturday,2024-09
22,2024,September,241913.0,2024-September-22,2024-09-22,9,Sunday,2024-09
23,2024,September,418274.0,2024-September-23,2024-09-23,9,Monday,2024-09
24,2024,September,427668.0,2024-September-24,2024-09-24,9,Tuesday,2024-09
25,2024,September,445216.0,2024-September-25,2024-09-25,9,Wednesday,2024-09
26,2024,September,437345.0,2024-September-26,2024-09-26,9,Thursday,2024-09
27,2024,September,443733.0,2024-September-27,2024-09-27,9,Friday,2024-09
28,2024,September,341654.0,2024-September-28,2024-09-28,9,Saturday,2024-09
29,2024,September,244930.0,2024-September-29,2024-09-29,9,Sunday,2024-09
30,2024,September,429494.0,2024-September-30,2024-09-30,9,Monday,2024-09
1,2000,October,95472.0,2000-October-1,2000-10-01,10,Sunday,2000-10
2,2000,October,207125.0,2000-October-2,2000-10-02,10,Monday,2000-10
3,2000,October,200319.0,2000-October-3,2000-10-03,10,Tuesday,2000-10
4,2000,October,193775.0,2000-October-4,2000-10-04,10,Wednesday,2000-10
5,2000,October,181408.0,2000-October-5,2000-10-05,10,Thursday,2000-10
6,2000,October,226186.0,2000-October-6,2000-10-06,10,Friday,2000-10
7,2000,October,148734.0,2000-October-7,2000-10-07,10,Saturday,2000-10
8,2000,October,87228.0,2000-October-8,2000-10-08,10,Sunday,2000-10
9,2000,October,219222.0,2000-October-9,2000-10-09,10,Monday,2000-10
10,2000,October,201075.0,2000-October-10,2000-10-10,10,Tuesday,2000-10
11,2000,October,208748.0,2000-October-11,2000-10-11,10,Wednesday,2000-10
12,2000,October,198568.0,2000-October-12,2000-10-12,10,Thursday,2000-10
13,2000,October,219030.0,2000-October-13,2000-10-13,10,Friday,2000-10
14,2000,October,169289.0,2000-October-14,2000-10-14,10,Saturday,2000-10
15,2000,October,105243.0,2000-October-15,2000-10-15,10,Sunday,2000-10
16,2000,October,206523.0,2000-October-16,2000-10-16,10,Monday,2000-10
17,2000,October,214072.0,2000-October-17,2000-10-17,10,Tuesday,2000-10
18,2000,October,217254.0,2000-October-18,2000-10-18,10,Wednesday,2000-10
19,2000,October,213609.0,2000-October-19,2000-10-19,10,Thursday,2000-10
20,2000,October,83705.0,2000-October-20,2000-10-20,10,Friday,2000-10
21,2000,October,150130.0,2000-October-21,2000-10-21,10,Saturday,2000-10
22,2000,October,105962.0,2000-October-22,2000-10-22,10,Sunday,2000-10
23,2000,October,203038.0,2000-October-23,2000-10-23,10,Monday,2000-10
24,2000,October,187347.0,2000-October-24,2000-10-24,10,Tuesday,2000-10
25,2000,October,237265.0,2000-October-25,2000-10-25,10,Wednesday,2000-10
26,2000,October,203828.0,2000-October-26,2000-10-26,10,Thursday,2000-10
27,2000,October,223002.0,2000-October-27,2000-10-27,10,Friday,2000-10
28,2000,October,113235.0,2000-October-28,2000-10-28,10,Saturday,2000-10
29,2000,October,60263.0,2000-October-29,2000-10-29,10,Sunday,2000-10
30,2000,October,206020.0,2000-October-30,2000-10-30,10,Monday,2000-10
31,2000,October,209170.0,2000-October-31,2000-10-31,10,Tuesday,2000-10
1,2001,October,316237.0,2001-October-1,2001-10-01,10,Monday,2001-10
2,2001,October,309462.0,2001-October-2,2001-10-02,10,Tuesday,2001-10
3,2001,October,317349.0,2001-October-3,2001-10-03,10,Wednesday,2001-10
4,2001,October,302186.0,2001-October-4,2001-10-04,10,Thursday,2001-10
5,2001,October,327948.0,2001-October-5,2001-10-05,10,Friday,2001-10
6,2001,October,236825.0,2001-October-6,2001-10-06,10,Saturday,2001-10
7,2001,October,146705.0,2001-October-7,2001-10-07,10,Sunday,2001-10
8,2001,October,305403.0,2001-October-8,2001-10-08,10,Monday,2001-10
9,2001,October,306707.0,2001-October-9,2001-10-09,10,Tuesday,2001-10
10,2001,October,299688.0,2001-October-10,2001-10-10,10,Wednesday,2001-10
11,2001,October,282710.0,2001-October-11,2001-10-11,10,Thursday,2001-10
12,2001,October,318320.0,2001-October-12,2001-10-12,10,Friday,2001-10
13,2001,October,230850.0,2001-October-13,2001-10-13,10,Saturday,2001-10
14,2001,October,144761.0,2001-October-14,2001-10-14,10,Sunday,2001-10
15,2001,October,322303.0,2001-October-15,2001-10-15,10,Monday,2001-10
16,2001,October,313997.0,2001-October-16,2001-10-16,10,Tuesday,2001-10
17,2001,October,315138.0,2001-October-17,2001-10-17,10,Wednesday,2001-10
18,2001,October,297610.0,2001-October-18,2001-10-18,10,Thursday,2001-10
19,2001,October,333647.0,2001-October-19,2001-10-19,10,Friday,2001-10
20,2001,October,227098.0,2001-October-20,2001-10-20,10,Saturday,2001-10
21,2001,October,155081.0,2001-October-21,2001-10-21,10,Sunday,2001-10
22,2001,October,311756.0,2001-October-22,2001-10-22,10,Monday,2001-10
23,2001,October,305341.0,2001-October-23,2001-10-23,10,Tuesday,2001-10
24,2001,October,310225.0,2001-October-24,2001-10-24,10,Wednesday,2001-10
25,2001,October,289529.0,2001-October-25,2001-10-25,10,Thursday,2001-10
26,2001,October,318535.0,2001-October-26,2001-10-26,10,Friday,2001-10
27,2001,October,226596.0,2001-October-27,2001-10-27,10,Saturday,2001-10
28,2001,October,137168.0,2001-October-28,2001-10-28,10,Sunday,2001-10
29,2001,October,306533.0,2001-October-29,2001-10-29,10,Monday,2001-10
30,2001,October,306734.0,2001-October-30,2001-10-30,10,Tuesday,2001-10
31,2001,October,291331.0,2001-October-31,2001-10-31,10,Wednesday,2001-10
1,2002,October,364303.0,2002-October-1,2002-10-01,10,Tuesday,2002-10
2,2002,October,366891.0,2002-October-2,2002-10-02,10,Wednesday,2002-10
3,2002,October,344487.0,2002-October-3,2002-10-03,10,Thursday,2002-10
4,2002,October,373049.0,2002-October-4,2002-10-04,10,Friday,2002-10
5,2002,October,291246.0,2002-October-5,2002-10-05,10,Saturday,2002-10
6,2002,October,159134.0,2002-October-6,2002-10-06,10,Sunday,2002-10
7,2002,October,358213.0,2002-October-7,2002-10-07,10,Monday,2002-10
8,2002,October,350841.0,2002-October-8,2002-10-08,10,Tuesday,2002-10
9,2002,October,349995.0,2002-October-9,2002-10-09,10,Wednesday,2002-10
10,2002,October,355648.0,2002-October-10,2002-10-10,10,Thursday,2002-10
11,2002,October,364665.0,2002-October-11,2002-10-11,10,Friday,2002-10
12,2002,October,258455.0,2002-October-12,2002-10-12,10,Saturday,2002-10
13,2002,October,152715.0,2002-October-13,2002-10-13,10,Sunday,2002-10
14,2002,October,337991.0,2002-October-14,2002-10-14,10,Monday,2002-10
15,2002,October,354968.0,2002-October-15,2002-10-15,10,Tuesday,2002-10
16,2002,October,365378.0,2002-October-16,2002-10-16,10,Wednesday,2002-10
17,2002,October,346994.0,2002-October-17,2002-10-17,10,Thursday,2002-10
18,2002,October,373441.0,2002-October-18,2002-10-18,10,Friday,2002-10
19,2002,October,247220.0,2002-October-19,2002-10-19,10,Saturday,2002-10
20,2002,October,159088.0,2002-October-20,2002-10-20,10,Sunday,2002-10
21,2002,October,348092.0,2002-October-21,2002-10-21,10,Monday,2002-10
22,2002,October,334907.0,2002-October-22,2002-10-22,10,Tuesday,2002-10
23,2002,October,340907.0,2002-October-23,2002-10-23,10,Wednesday,2002-10
24,2002,October,326830.0,2002-October-24,2002-10-24,10,Thursday,2002-10
25,2002,October,352050.0,2002-October-25,2002-10-25,10,Friday,2002-10
26,2002,October,243384.0,2002-October-26,2002-10-26,10,Saturday,2002-10
27,2002,October,146700.0,2002-October-27,2002-10-27,10,Sunday,2002-10
28,2002,October,341462.0,2002-October-28,2002-10-28,10,Monday,2002-10
29,2002,October,334313.0,2002-October-29,2002-10-29,10,Tuesday,2002-10
30,2002,October,371146.0,2002-October-30,2002-10-30,10,Wednesday,2002-10
31,2002,October,170728.0,2002-October-31,2002-10-31,10,Thursday,2002-10
1,2003,October,399961.0,2003-October-1,2003-10-01,10,Wednesday,2003-10
2,2003,October,358302.0,2003-October-2,2003-10-02,10,Thursday,2003-10
3,2003,October,374304.0,2003-October-3,2003-10-03,10,Friday,2003-10
4,2003,October,283365.0,2003-October-4,2003-10-04,10,Saturday,2003-10
5,2003,October,175517.0,2003-October-5,2003-10-05,10,Sunday,2003-10
6,2003,October,385150.0,2003-October-6,2003-10-06,10,Monday,2003-10
7,2003,October,377442.0,2003-October-7,2003-10-07,10,Tuesday,2003-10
8,2003,October,386718.0,2003-October-8,2003-10-08,10,Wednesday,2003-10
9,2003,October,368626.0,2003-October-9,2003-10-09,10,Thursday,2003-10
10,2003,October,340635.0,2003-October-10,2003-10-10,10,Friday,2003-10
11,2003,October,264359.0,2003-October-11,2003-10-11,10,Saturday,2003-10
12,2003,October,163076.0,2003-October-12,2003-10-12,10,Sunday,2003-10
13,2003,October,372870.0,2003-October-13,2003-10-13,10,Monday,2003-10
14,2003,October,375178.0,2003-October-14,2003-10-14,10,Tuesday,2003-10
15,2003,October,386372.0,2003-October-15,2003-10-15,10,Wednesday,2003-10
16,2003,October,379458.0,2003-October-16,2003-10-16,10,Thursday,2003-10
17,2003,October,403399.0,2003-October-17,2003-10-17,10,Friday,2003-10
18,2003,October,275334.0,2003-October-18,2003-10-18,10,Saturday,2003-10
19,2003,October,182522.0,2003-October-19,2003-10-19,10,Sunday,2003-10
20,2003,October,390281.0,2003-October-20,2003-10-20,10,Monday,2003-10
21,2003,October,379187.0,2003-October-21,2003-10-21,10,Tuesday,2003-10
22,2003,October,381426.0,2003-October-22,2003-10-22,10,Wednesday,2003-10
23,2003,October,372371.0,2003-October-23,2003-10-23,10,Thursday,2003-10
24,2003,October,389695.0,2003-October-24,2003-10-24,10,Friday,2003-10
25,2003,October,266547.0,2003-October-25,2003-10-25,10,Saturday,2003-10
26,2003,October,169436.0,2003-October-26,2003-10-26,10,Sunday,2003-10
27,2003,October,381190.0,2003-October-27,2003-10-27,10,Monday,2003-10
28,2003,October,376720.0,2003-October-28,2003-10-28,10,Tuesday,2003-10
29,2003,October,387418.0,2003-October-29,2003-10-29,10,Wednesday,2003-10
30,2003,October,394030.0,2003-October-30,2003-10-30,10,Thursday,2003-10
31,2003,October,267411.0,2003-October-31,2003-10-31,10,Friday,2003-10
1,2004,October,382546.0,2004-October-1,2004-10-01,10,Friday,2004-10
2,2004,October,269195.0,2004-October-2,2004-10-02,10,Saturday,2004-10
3,2004,October,171315.0,2004-October-3,2004-10-03,10,Sunday,2004-10
4,2004,October,364830.0,2004-October-4,2004-10-04,10,Monday,2004-10
5,2004,October,403430.0,2004-October-5,2004-10-05,10,Tuesday,2004-10
6,2004,October,400140.0,2004-October-6,2004-10-06,10,Wednesday,2004-10
7,2004,October,371051.0,2004-October-7,2004-10-07,10,Thursday,2004-10
8,2004,October,425441.0,2004-October-8,2004-10-08,10,Friday,2004-10
9,2004,October,290597.0,2004-October-9,2004-10-09,10,Saturday,2004-10
10,2004,October,184693.0,2004-October-10,2004-10-10,10,Sunday,2004-10
11,2004,October,400947.0,2004-October-11,2004-10-11,10,Monday,2004-10
12,2004,October,386522.0,2004-October-12,2004-10-12,10,Tuesday,2004-10
13,2004,October,403613.0,2004-October-13,2004-10-13,10,Wednesday,2004-10
14,2004,October,375401.0,2004-October-14,2004-10-14,10,Thursday,2004-10
15,2004,October,405185.0,2004-October-15,2004-10-15,10,Friday,2004-10
16,2004,October,304579.0,2004-October-16,2004-10-16,10,Saturday,2004-10
17,2004,October,189460.0,2004-October-17,2004-10-17,10,Sunday,2004-10
18,2004,October,364394.0,2004-October-18,2004-10-18,10,Monday,2004-10
19,2004,October,423265.0,2004-October-19,2004-10-19,10,Tuesday,2004-10
20,2004,October,405515.0,2004-October-20,2004-10-20,10,Wednesday,2004-10
21,2004,October,363328.0,2004-October-21,2004-10-21,10,Thursday,2004-10
22,2004,October,340505.0,2004-October-22,2004-10-22,10,Friday,2004-10
23,2004,October,310954.0,2004-October-23,2004-10-23,10,Saturday,2004-10
24,2004,October,171862.0,2004-October-24,2004-10-24,10,Sunday,2004-10
25,2004,October,408144.0,2004-October-25,2004-10-25,10,Monday,2004-10
26,2004,October,380986.0,2004-October-26,2004-10-26,10,Tuesday,2004-10
27,2004,October,385717.0,2004-October-27,2004-10-27,10,Wednesday,2004-10
28,2004,October,388278.0,2004-October-28,2004-10-28,10,Thursday,2004-10
29,2004,October,425562.0,2004-October-29,2004-10-29,10,Friday,2004-10
30,2004,October,264702.0,2004-October-30,2004-10-30,10,Saturday,2004-10
31,2004,October,210821.0,2004-October-31,2004-10-31,10,Sunday,2004-10
1,2005,October,302855.0,2005-October-1,2005-10-01,10,Saturday,2005-10
2,2005,October,199329.0,2005-October-2,2005-10-02,10,Sunday,2005-10
3,2005,October,412293.0,2005-October-3,2005-10-03,10,Monday,2005-10
4,2005,October,417254.0,2005-October-4,2005-10-04,10,Tuesday,2005-10
5,2005,October,438283.0,2005-October-5,2005-10-05,10,Wednesday,2005-10
6,2005,October,417494.0,2005-October-6,2005-10-06,10,Thursday,2005-10
7,2005,October,425256.0,2005-October-7,2005-10-07,10,Friday,2005-10
8,2005,October,267383.0,2005-October-8,2005-10-08,10,Saturday,2005-10
9,2005,October,194934.0,2005-October-9,2005-10-09,10,Sunday,2005-10
10,2005,October,437473.0,2005-October-10,2005-10-10,10,Monday,2005-10
11,2005,October,421184.0,2005-October-11,2005-10-11,10,Tuesday,2005-10
12,2005,October,408582.0,2005-October-12,2005-10-12,10,Wednesday,2005-10
13,2005,October,401841.0,2005-October-13,2005-10-13,10,Thursday,2005-10
14,2005,October,428228.0,2005-October-14,2005-10-14,10,Friday,2005-10
15,2005,October,321045.0,2005-October-15,2005-10-15,10,Saturday,2005-10
16,2005,October,217118.0,2005-October-16,2005-10-16,10,Sunday,2005-10
17,2005,October,421716.0,2005-October-17,2005-10-17,10,Monday,2005-10
18,2005,October,407684.0,2005-October-18,2005-10-18,10,Tuesday,2005-10
19,2005,October,423325.0,2005-October-19,2005-10-19,10,Wednesday,2005-10
20,2005,October,419627.0,2005-October-20,2005-10-20,10,Thursday,2005-10
21,2005,October,411990.0,2005-October-21,2005-10-21,10,Friday,2005-10
22,2005,October,328360.0,2005-October-22,2005-10-22,10,Saturday,2005-10
23,2005,October,165277.0,2005-October-23,2005-10-23,10,Sunday,2005-10
24,2005,October,396421.0,2005-October-24,2005-10-24,10,Monday,2005-10
25,2005,October,370412.0,2005-October-25,2005-10-25,10,Tuesday,2005-10
26,2005,October,395064.0,2005-October-26,2005-10-26,10,Wednesday,2005-10
27,2005,October,380492.0,2005-October-27,2005-10-27,10,Thursday,2005-10
28,2005,October,397593.0,2005-October-28,2005-10-28,10,Friday,2005-10
29,2005,October,207951.0,2005-October-29,2005-10-29,10,Saturday,2005-10
30,2005,October,251180.0,2005-October-30,2005-10-30,10,Sunday,2005-10
31,2005,October,174143.0,2005-October-31,2005-10-31,10,Monday,2005-10
1,2006,October,154945.0,2006-October-1,2006-10-01,10,Sunday,2006-10
2,2006,October,430796.0,2006-October-2,2006-10-02,10,Monday,2006-10
3,2006,October,393276.0,2006-October-3,2006-10-03,10,Tuesday,2006-10
4,2006,October,437150.0,2006-October-4,2006-10-04,10,Wednesday,2006-10
5,2006,October,396967.0,2006-October-5,2006-10-05,10,Thursday,2006-10
6,2006,October,440263.0,2006-October-6,2006-10-06,10,Friday,2006-10
7,2006,October,326026.0,2006-October-7,2006-10-07,10,Saturday,2006-10
8,2006,October,197727.0,2006-October-8,2006-10-08,10,Sunday,2006-10
9,2006,October,413033.0,2006-October-9,2006-10-09,10,Monday,2006-10
10,2006,October,427054.0,2006-October-10,2006-10-10,10,Tuesday,2006-10
11,2006,October,441263.0,2006-October-11,2006-10-11,10,Wednesday,2006-10
12,2006,October,439298.0,2006-October-12,2006-10-12,10,Thursday,2006-10
13,2006,October,445637.0,2006-October-13,2006-10-13,10,Friday,2006-10
14,2006,October,321122.0,2006-October-14,2006-10-14,10,Saturday,2006-10
15,2006,October,211324.0,2006-October-15,2006-10-15,10,Sunday,2006-10
16,2006,October,443329.0,2006-October-16,2006-10-16,10,Monday,2006-10
17,2006,October,423342.0,2006-October-17,2006-10-17,10,Tuesday,2006-10
18,2006,October,450704.0,2006-October-18,2006-10-18,10,Wednesday,2006-10
19,2006,October,410956.0,2006-October-19,2006-10-19,10,Thursday,2006-10
20,2006,October,455433.0,2006-October-20,2006-10-20,10,Friday,2006-10
21,2006,October,324895.0,2006-October-21,2006-10-21,10,Saturday,2006-10
22,2006,October,205627.0,2006-October-22,2006-10-22,10,Sunday,2006-10
23,2006,October,437796.0,2006-October-23,2006-10-23,10,Monday,2006-10
24,2006,October,243023.0,2006-October-24,2006-10-24,10,Tuesday,2006-10
25,2006,October,454353.0,2006-October-25,2006-10-25,10,Wednesday,2006-10
26,2006,October,425630.0,2006-October-26,2006-10-26,10,Thursday,2006-10
27,2006,October,448224.0,2006-October-27,2006-10-27,10,Friday,2006-10
28,2006,October,336278.0,2006-October-28,2006-10-28,10,Saturday,2006-10
29,2006,October,199635.0,2006-October-29,2006-10-29,10,Sunday,2006-10
30,2006,October,384482.0,2006-October-30,2006-10-30,10,Monday,2006-10
31,2006,October,401947.0,2006-October-31,2006-10-31,10,Tuesday,2006-10
1,2007,October,468797.0,2007-October-1,2007-10-01,10,Monday,2007-10
2,2007,October,472838.0,2007-October-2,2007-10-02,10,Tuesday,2007-10
3,2007,October,491047.0,2007-October-3,2007-10-03,10,Wednesday,2007-10
4,2007,October,468788.0,2007-October-4,2007-10-04,10,Thursday,2007-10
5,2007,October,509295.0,2007-October-5,2007-10-05,10,Friday,2007-10
6,2007,October,358595.0,2007-October-6,2007-10-06,10,Saturday,2007-10
7,2007,October,221518.0,2007-October-7,2007-10-07,10,Sunday,2007-10
8,2007,October,467051.0,2007-October-8,2007-10-08,10,Monday,2007-10
9,2007,October,482364.0,2007-October-9,2007-10-09,10,Tuesday,2007-10
10,2007,October,491229.0,2007-October-10,2007-10-10,10,Wednesday,2007-10
11,2007,October,504885.0,2007-October-11,2007-10-11,10,Thursday,2007-10
12,2007,October,305476.0,2007-October-12,2007-10-12,10,Friday,2007-10
13,2007,October,334171.0,2007-October-13,2007-10-13,10,Saturday,2007-10
14,2007,October,225210.0,2007-October-14,2007-10-14,10,Sunday,2007-10
15,2007,October,489825.0,2007-October-15,2007-10-15,10,Monday,2007-10
16,2007,October,482951.0,2007-October-16,2007-10-16,10,Tuesday,2007-10
17,2007,October,479566.0,2007-October-17,2007-10-17,10,Wednesday,2007-10
18,2007,October,481837.0,2007-October-18,2007-10-18,10,Thursday,2007-10
19,2007,October,480873.0,2007-October-19,2007-10-19,10,Friday,2007-10
20,2007,October,332320.0,2007-October-20,2007-10-20,10,Saturday,2007-10
21,2007,October,209535.0,2007-October-21,2007-10-21,10,Sunday,2007-10
22,2007,October,486183.0,2007-October-22,2007-10-22,10,Monday,2007-10
23,2007,October,439952.0,2007-October-23,2007-10-23,10,Tuesday,2007-10
24,2007,October,453436.0,2007-October-24,2007-10-24,10,Wednesday,2007-10
25,2007,October,444005.0,2007-October-25,2007-10-25,10,Thursday,2007-10
26,2007,October,488475.0,2007-October-26,2007-10-26,10,Friday,2007-10
27,2007,October,340217.0,2007-October-27,2007-10-27,10,Saturday,2007-10
28,2007,October,211430.0,2007-October-28,2007-10-28,10,Sunday,2007-10
29,2007,October,209609.0,2007-October-29,2007-10-29,10,Monday,2007-10
30,2007,October,446385.0,2007-October-30,2007-10-30,10,Tuesday,2007-10
31,2007,October,470997.0,2007-October-31,2007-10-31,10,Wednesday,2007-10
1,2008,October,261054.0,2008-October-1,2008-10-01,10,Wednesday,2008-10
2,2008,October,478853.0,2008-October-2,2008-10-02,10,Thursday,2008-10
3,2008,October,507647.0,2008-October-3,2008-10-03,10,Friday,2008-10
4,2008,October,357326.0,2008-October-4,2008-10-04,10,Saturday,2008-10
5,2008,October,231110.0,2008-October-5,2008-10-05,10,Sunday,2008-10
6,2008,October,518574.0,2008-October-6,2008-10-06,10,Monday,2008-10
7,2008,October,465237.0,2008-October-7,2008-10-07,10,Tuesday,2008-10
8,2008,October,475272.0,2008-October-8,2008-10-08,10,Wednesday,2008-10
9,2008,October,449645.0,2008-October-9,2008-10-09,10,Thursday,2008-10
10,2008,October,467580.0,2008-October-10,2008-10-10,10,Friday,2008-10
11,2008,October,374031.0,2008-October-11,2008-10-11,10,Saturday,2008-10
12,2008,October,232573.0,2008-October-12,2008-10-12,10,Sunday,2008-10
13,2008,October,464140.0,2008-October-13,2008-10-13,10,Monday,2008-10
14,2008,October,449632.0,2008-October-14,2008-10-14,10,Tuesday,2008-10
15,2008,October,527530.0,2008-October-15,2008-10-15,10,Wednesday,2008-10
16,2008,October,471154.0,2008-October-16,2008-10-16,10,Thursday,2008-10
17,2008,October,492781.0,2008-October-17,2008-10-17,10,Friday,2008-10
18,2008,October,360960.0,2008-October-18,2008-10-18,10,Saturday,2008-10
19,2008,October,240660.0,2008-October-19,2008-10-19,10,Sunday,2008-10
20,2008,October,461926.0,2008-October-20,2008-10-20,10,Monday,2008-10
21,2008,October,482076.0,2008-October-21,2008-10-21,10,Tuesday,2008-10
22,2008,October,479695.0,2008-October-22,2008-10-22,10,Wednesday,2008-10
23,2008,October,454226.0,2008-October-23,2008-10-23,10,Thursday,2008-10
24,2008,October,464547.0,2008-October-24,2008-10-24,10,Friday,2008-10
25,2008,October,363972.0,2008-October-25,2008-10-25,10,Saturday,2008-10
26,2008,October,235920.0,2008-October-26,2008-10-26,10,Sunday,2008-10
27,2008,October,477940.0,2008-October-27,2008-10-27,10,Monday,2008-10
28,2008,October,459361.0,2008-October-28,2008-10-28,10,Tuesday,2008-10
29,2008,October,480425.0,2008-October-29,2008-10-29,10,Wednesday,2008-10
30,2008,October,452475.0,2008-October-30,2008-10-30,10,Thursday,2008-10
31,2008,October,465587.0,2008-October-31,2008-10-31,10,Friday,2008-10
1,2009,October,472283.0,2009-October-1,2009-10-01,10,Thursday,2009-10
2,2009,October,457268.0,2009-October-2,2009-10-02,10,Friday,2009-10
3,2009,October,257293.0,2009-October-3,2009-10-03,10,Saturday,2009-10
4,2009,October,243527.0,2009-October-4,2009-10-04,10,Sunday,2009-10
5,2009,October,504078.0,2009-October-5,2009-10-05,10,Monday,2009-10
6,2009,October,507253.0,2009-October-6,2009-10-06,10,Tuesday,2009-10
7,2009,October,500026.0,2009-October-7,2009-10-07,10,Wednesday,2009-10
8,2009,October,434150.0,2009-October-8,2009-10-08,10,Thursday,2009-10
9,2009,October,501775.0,2009-October-9,2009-10-09,10,Friday,2009-10
10,2009,October,375189.0,2009-October-10,2009-10-10,10,Saturday,2009-10
11,2009,October,261506.0,2009-October-11,2009-10-11,10,Sunday,2009-10
12,2009,October,486733.0,2009-October-12,2009-10-12,10,Monday,2009-10
13,2009,October,466023.0,2009-October-13,2009-10-13,10,Tuesday,2009-10
14,2009,October,512120.0,2009-October-14,2009-10-14,10,Wednesday,2009-10
15,2009,October,465928.0,2009-October-15,2009-10-15,10,Thursday,2009-10
16,2009,October,540457.0,2009-October-16,2009-10-16,10,Friday,2009-10
17,2009,October,372211.0,2009-October-17,2009-10-17,10,Saturday,2009-10
18,2009,October,290419.0,2009-October-18,2009-10-18,10,Sunday,2009-10
19,2009,October,486061.0,2009-October-19,2009-10-19,10,Monday,2009-10
20,2009,October,540905.0,2009-October-20,2009-10-20,10,Tuesday,2009-10
21,2009,October,498543.0,2009-October-21,2009-10-21,10,Wednesday,2009-10
22,2009,October,473577.0,2009-October-22,2009-10-22,10,Thursday,2009-10
23,2009,October,497166.0,2009-October-23,2009-10-23,10,Friday,2009-10
24,2009,October,314374.0,2009-October-24,2009-10-24,10,Saturday,2009-10
25,2009,October,258409.0,2009-October-25,2009-10-25,10,Sunday,2009-10
26,2009,October,499391.0,2009-October-26,2009-10-26,10,Monday,2009-10
27,2009,October,500355.0,2009-October-27,2009-10-27,10,Tuesday,2009-10
28,2009,October,493265.0,2009-October-28,2009-10-28,10,Wednesday,2009-10
29,2009,October,481224.0,2009-October-29,2009-10-29,10,Thursday,2009-10
30,2009,October,497703.0,2009-October-30,2009-10-30,10,Friday,2009-10
31,2009,October,145902.0,2009-October-31,2009-10-31,10,Saturday,2009-10
1,2010,October,505462.0,2010-October-1,2010-10-01,10,Friday,2010-10
2,2010,October,375483.0,2010-October-2,2010-10-02,10,Saturday,2010-10
3,2010,October,248574.0,2010-October-3,2010-10-03,10,Sunday,2010-10
4,2010,October,458613.0,2010-October-4,2010-10-04,10,Monday,2010-10
5,2010,October,501663.0,2010-October-5,2010-10-05,10,Tuesday,2010-10
6,2010,October,502719.0,2010-October-6,2010-10-06,10,Wednesday,2010-10
7,2010,October,495741.0,2010-October-7,2010-10-07,10,Thursday,2010-10
8,2010,October,518797.0,2010-October-8,2010-10-08,10,Friday,2010-10
9,2010,October,360802.0,2010-October-9,2010-10-09,10,Saturday,2010-10
10,2010,October,266312.0,2010-October-10,2010-10-10,10,Sunday,2010-10
11,2010,October,483078.0,2010-October-11,2010-10-11,10,Monday,2010-10
