Day,Year,Month_Name,Ridership,Date_Str,Date,Month,DayOfWeek,YearMonth
21,2001,May,273036.0,2001-May-21,2001-05-21,5,Monday,2001-05
22,2001,May,267418.0,2001-May-22,2001-05-22,5,Tuesday,2001-05
23,2001,May,272452.0,2001-May-23,2001-05-23,5,Wednesday,2001-05
24,2001,May,258471.0,2001-May-24,2001-05-24,5,Thursday,2001-05
25,2001,May,278808.0,2001-May-25,2001-05-25,5,Friday,2001-05
26,2001,May,191461.0,2001-May-26,2001-05-26,5,Saturday,2001-05
27,2001,May,120392.0,2001-May-27,2001-05-27,5,Sunday,2001-05
28,2001,May,273119.0,2001-May-28,2001-05-28,5,Monday,2001-05
29,2001,May,273466.0,2001-May-29,2001-05-29,5,Tuesday,2001-05
30,2001,May,305604.0,2001-May-30,2001-05-30,5,Wednesday,2001-05
31,2001,May,284796.0,2001-May-31,2001-05-31,5,Thursday,2001-05
1,2002,May,164383.0,2002-May-1,2002-05-01,5,Wednesday,2002-05
2,2002,May,298415.0,2002-May-2,2002-05-02,5,Thursday,2002-05
3,2002,May,322984.0,2002-May-3,2002-05-03,5,Friday,2002-05
4,2002,May,217967.0,2002-May-4,2002-05-04,5,Saturday,2002-05
5,2002,May,141816.0,2002-May-5,2002-05-05,5,Sunday,2002-05
6,2002,May,307105.0,2002-May-6,2002-05-06,5,Monday,2002-05
7,2002,May,297074.0,2002-May-7,2002-05-07,5,Tuesday,2002-05
8,2002,May,308202.0,2002-May-8,2002-05-08,5,Wednesday,2002-05
9,2002,May,294031.0,2002-May-9,2002-05-09,5,Thursday,2002-05
10,2002,May,312605.0,2002-May-10,2002-05-10,5,Friday,2002-05
11,2002,May,210648.0,2002-May-11,2002-05-11,5,Saturday,2002-05
12,2002,May,135063.0,2002-May-12,2002-05-12,5,Sunday,2002-05
13,2002,May,257745.0,2002-May-13,2002-05-13,5,Monday,2002-05
14,2002,May,346085.0,2002-May-14,2002-05-14,5,Tuesday,2002-05
15,2002,May,315202.0,2002-May-15,2002-05-15,5,Wednesday,2002-05
16,2002,May,308790.0,2002-May-16,2002-05-16,5,Thursday,2002-05
17,2002,May,300019.0,2002-May-17,2002-05-17,5,Friday,2002-05
18,2002,May,322564.0,2002-May-18,2002-05-18,5,Saturday,2002-05
19,2002,May,117622.0,2002-May-19,2002-05-19,5,Sunday,2002-05
20,2002,May,301835.0,2002-May-20,2002-05-20,5,Monday,2002-05
21,2002,May,133732.0,2002-May-21,2002-05-21,5,Tuesday,2002-05
22,2002,May,257387.0,2002-May-22,2002-05-22,5,Wednesday,2002-05
23,2002,May,252526.0,2002-May-23,2002-05-23,5,Thursday,2002-05
24,2002,May,303368.0,2002-May-24,2002-05-24,5,Friday,2002-05
25,2002,May,205609.0,2002-May-25,2002-05-25,5,Saturday,2002-05
26,2002,May,136847.0,2002-May-26,2002-05-26,5,Sunday,2002-05
27,2002,May,302506.0,2002-May-27,2002-05-27,5,Monday,2002-05
28,2002,May,286868.0,2002-May-28,2002-05-28,5,Tuesday,2002-05
29,2002,May,300878.0,2002-May-29,2002-05-29,5,Wednesday,2002-05
30,2002,May,295421.0,2002-May-30,2002-05-30,5,Thursday,2002-05
31,2002,May,335339.0,2002-May-31,2002-05-31,5,Friday,2002-05
1,2003,May,108188.0,2003-May-1,2003-05-01,5,Thursday,2003-05
2,2003,May,278445.0,2003-May-2,2003-05-02,5,Friday,2003-05
3,2003,May,208290.0,2003-May-3,2003-05-03,5,Saturday,2003-05
4,2003,May,140594.0,2003-May-4,2003-05-04,5,Sunday,2003-05
5,2003,May,338787.0,2003-May-5,2003-05-05,5,Monday,2003-05
6,2003,May,340283.0,2003-May-6,2003-05-06,5,Tuesday,2003-05
7,2003,May,349506.0,2003-May-7,2003-05-07,5,Wednesday,2003-05
8,2003,May,324770.0,2003-May-8,2003-05-08,5,Thursday,2003-05
9,2003,May,328317.0,2003-May-9,2003-05-09,5,Friday,2003-05
10,2003,May,212554.0,2003-May-10,2003-05-10,5,Saturday,2003-05
11,2003,May,130849.0,2003-May-11,2003-05-11,5,Sunday,2003-05
12,2003,May,324578.0,2003-May-12,2003-05-12,5,Monday,2003-05
13,2003,May,333028.0,2003-May-13,2003-05-13,5,Tuesday,2003-05
14,2003,May,341758.0,2003-May-14,2003-05-14,5,Wednesday,2003-05
15,2003,May,336739.0,2003-May-15,2003-05-15,5,Thursday,2003-05
16,2003,May,345200.0,2003-May-16,2003-05-16,5,Friday,2003-05
17,2003,May,217139.0,2003-May-17,2003-05-17,5,Saturday,2003-05
18,2003,May,148184.0,2003-May-18,2003-05-18,5,Sunday,2003-05
19,2003,May,339770.0,2003-May-19,2003-05-19,5,Monday,2003-05
20,2003,May,327429.0,2003-May-20,2003-05-20,5,Tuesday,2003-05
21,2003,May,336279.0,2003-May-21,2003-05-21,5,Wednesday,2003-05
22,2003,May,324757.0,2003-May-22,2003-05-22,5,Thursday,2003-05
23,2003,May,337228.0,2003-May-23,2003-05-23,5,Friday,2003-05
24,2003,May,220348.0,2003-May-24,2003-05-24,5,Saturday,2003-05
25,2003,May,139199.0,2003-May-25,2003-05-25,5,Sunday,2003-05
26,2003,May,306753.0,2003-May-26,2003-05-26,5,Monday,2003-05
27,2003,May,266580.0,2003-May-27,2003-05-27,5,Tuesday,2003-05
28,2003,May,234540.0,2003-May-28,2003-05-28,5,Wednesday,2003-05
29,2003,May,321022.0,2003-May-29,2003-05-29,5,Thursday,2003-05
30,2003,May,374131.0,2003-May-30,2003-05-30,5,Friday,2003-05
31,2003,May,243963.0,2003-May-31,2003-05-31,5,Saturday,2003-05
1,2004,May,155249.0,2004-May-1,2004-05-01,5,Saturday,2004-05
2,2004,May,161422.0,2004-May-2,2004-05-02,5,Sunday,2004-05
3,2004,May,385497.0,2004-May-3,2004-05-03,5,Monday,2004-05
4,2004,May,370344.0,2004-May-4,2004-05-04,5,Tuesday,2004-05
5,2004,May,399697.0,2004-May-5,2004-05-05,5,Wednesday,2004-05
6,2004,May,373845.0,2004-May-6,2004-05-06,5,Thursday,2004-05
7,2004,May,378342.0,2004-May-7,2004-05-07,5,Friday,2004-05
8,2004,May,262213.0,2004-May-8,2004-05-08,5,Saturday,2004-05
9,2004,May,135058.0,2004-May-9,2004-05-09,5,Sunday,2004-05
10,2004,May,116789.0,2004-May-10,2004-05-10,5,Monday,2004-05
11,2004,May,342046.0,2004-May-11,2004-05-11,5,Tuesday,2004-05
12,2004,May,377802.0,2004-May-12,2004-05-12,5,Wednesday,2004-05
13,2004,May,367651.0,2004-May-13,2004-05-13,5,Thursday,2004-05
14,2004,May,398267.0,2004-May-14,2004-05-14,5,Friday,2004-05
15,2004,May,261043.0,2004-May-15,2004-05-15,5,Saturday,2004-05
16,2004,May,166014.0,2004-May-16,2004-05-16,5,Sunday,2004-05
17,2004,May,376573.0,2004-May-17,2004-05-17,5,Monday,2004-05
18,2004,May,361167.0,2004-May-18,2004-05-18,5,Tuesday,2004-05
19,2004,May,384868.0,2004-May-19,2004-05-19,5,Wednesday,2004-05
20,2004,May,344110.0,2004-May-20,2004-05-20,5,Thursday,2004-05
21,2004,May,359269.0,2004-May-21,2004-05-21,5,Friday,2004-05
22,2004,May,263219.0,2004-May-22,2004-05-22,5,Saturday,2004-05
23,2004,May,153865.0,2004-May-23,2004-05-23,5,Sunday,2004-05
24,2004,May,377112.0,2004-May-24,2004-05-24,5,Monday,2004-05
25,2004,May,385547.0,2004-May-25,2004-05-25,5,Tuesday,2004-05
26,2004,May,396655.0,2004-May-26,2004-05-26,5,Wednesday,2004-05
27,2004,May,368313.0,2004-May-27,2004-05-27,5,Thursday,2004-05
28,2004,May,389257.0,2004-May-28,2004-05-28,5,Friday,2004-05
29,2004,May,271653.0,2004-May-29,2004-05-29,5,Saturday,2004-05
30,2004,May,174434.0,2004-May-30,2004-05-30,5,Sunday,2004-05
31,2004,May,394214.0,2004-May-31,2004-05-31,5,Monday,2004-05
1,2005,May,183236.0,2005-May-1,2005-05-01,5,Sunday,2005-05
2,2005,May,206728.0,2005-May-2,2005-05-02,5,Monday,2005-05
3,2005,May,426327.0,2005-May-3,2005-05-03,5,Tuesday,2005-05
4,2005,May,412016.0,2005-May-4,2005-05-04,5,Wednesday,2005-05
5,2005,May,410340.0,2005-May-5,2005-05-05,5,Thursday,2005-05
6,2005,May,408465.0,2005-May-6,2005-05-06,5,Friday,2005-05
7,2005,May,266424.0,2005-May-7,2005-05-07,5,Saturday,2005-05
8,2005,May,166636.0,2005-May-8,2005-05-08,5,Sunday,2005-05
9,2005,May,391570.0,2005-May-9,2005-05-09,5,Monday,2005-05
10,2005,May,403941.0,2005-May-10,2005-05-10,5,Tuesday,2005-05
11,2005,May,396717.0,2005-May-11,2005-05-11,5,Wednesday,2005-05
12,2005,May,378844.0,2005-May-12,2005-05-12,5,Thursday,2005-05
13,2005,May,382521.0,2005-May-13,2005-05-13,5,Friday,2005-05
14,2005,May,277018.0,2005-May-14,2005-05-14,5,Saturday,2005-05
15,2005,May,174342.0,2005-May-15,2005-05-15,5,Sunday,2005-05
16,2005,May,410738.0,2005-May-16,2005-05-16,5,Monday,2005-05
17,2005,May,387974.0,2005-May-17,2005-05-17,5,Tuesday,2005-05
18,2005,May,418367.0,2005-May-18,2005-05-18,5,Wednesday,2005-05
19,2005,May,401298.0,2005-May-19,2005-05-19,5,Thursday,2005-05
20,2005,May,398488.0,2005-May-20,2005-05-20,5,Friday,2005-05
21,2005,May,271238.0,2005-May-21,2005-05-21,5,Saturday,2005-05
22,2005,May,177877.0,2005-May-22,2005-05-22,5,Sunday,2005-05
23,2005,May,391122.0,2005-May-23,2005-05-23,5,Monday,2005-05
24,2005,May,377920.0,2005-May-24,2005-05-24,5,Tuesday,2005-05
25,2005,May,424276.0,2005-May-25,2005-05-25,5,Wednesday,2005-05
26,2005,May,383003.0,2005-May-26,2005-05-26,5,Thursday,2005-05
27,2005,May,403020.0,2005-May-27,2005-05-27,5,Friday,2005-05
28,2005,May,282893.0,2005-May-28,2005-05-28,5,Saturday,2005-05
29,2005,May,179104.0,2005-May-29,2005-05-29,5,Sunday,2005-05
30,2005,May,379464.0,2005-May-30,2005-05-30,5,Monday,2005-05
31,2005,May,415948.0,2005-May-31,2005-05-31,5,Tuesday,2005-05
1,2006,May,195762.0,2006-May-1,2006-05-01,5,Monday,2006-05
2,2006,May,457502.0,2006-May-2,2006-05-02,5,Tuesday,2006-05
3,2006,May,439344.0,2006-May-3,2006-05-03,5,Wednesday,2006-05
4,2006,May,410260.0,2006-May-4,2006-05-04,5,Thursday,2006-05
5,2006,May,435297.0,2006-May-5,2006-05-05,5,Friday,2006-05
6,2006,May,301191.0,2006-May-6,2006-05-06,5,Saturday,2006-05
7,2006,May,196849.0,2006-May-7,2006-05-07,5,Sunday,2006-05
8,2006,May,427962.0,2006-May-8,2006-05-08,5,Monday,2006-05
9,2006,May,425422.0,2006-May-9,2006-05-09,5,Tuesday,2006-05
10,2006,May,427387.0,2006-May-10,2006-05-10,5,Wednesday,2006-05
11,2006,May,413655.0,2006-May-11,2006-05-11,5,Thursday,2006-05
12,2006,May,414973.0,2006-May-12,2006-05-12,5,Friday,2006-05
13,2006,May,258696.0,2006-May-13,2006-05-13,5,Saturday,2006-05
14,2006,May,186008.0,2006-May-14,2006-05-14,5,Sunday,2006-05
15,2006,May,413537.0,2006-May-15,2006-05-15,5,Monday,2006-05
16,2006,May,447775.0,2006-May-16,2006-05-16,5,Tuesday,2006-05
17,2006,May,427877.0,2006-May-17,2006-05-17,5,Wednesday,2006-05
18,2006,May,430777.0,2006-May-18,2006-05-18,5,Thursday,2006-05
19,2006,May,435408.0,2006-May-19,2006-05-19,5,Friday,2006-05
20,2006,May,304691.0,2006-May-20,2006-05-20,5,Saturday,2006-05
21,2006,May,200723.0,2006-May-21,2006-05-21,5,Sunday,2006-05
22,2006,May,434482.0,2006-May-22,2006-05-22,5,Monday,2006-05
23,2006,May,422719.0,2006-May-23,2006-05-23,5,Tuesday,2006-05
24,2006,May,457400.0,2006-May-24,2006-05-24,5,Wednesday,2006-05
25,2006,May,423559.0,2006-May-25,2006-05-25,5,Thursday,2006-05
26,2006,May,426048.0,2006-May-26,2006-05-26,5,Friday,2006-05
27,2006,May,301161.0,2006-May-27,2006-05-27,5,Saturday,2006-05
28,2006,May,199753.0,2006-May-28,2006-05-28,5,Sunday,2006-05
29,2006,May,429294.0,2006-May-29,2006-05-29,5,Monday,2006-05
30,2006,May,421618.0,2006-May-30,2006-05-30,5,Tuesday,2006-05
31,2006,May,436316.0,2006-May-31,2006-05-31,5,Wednesday,2006-05
1,2007,May,250371.0,2007-May-1,2007-05-01,5,Tuesday,2007-05
2,2007,May,465980.0,2007-May-2,2007-05-02,5,Wednesday,2007-05
3,2007,May,434291.0,2007-May-3,2007-05-03,5,Thursday,2007-05
4,2007,May,462583.0,2007-May-4,2007-05-04,5,Friday,2007-05
5,2007,May,313651.0,2007-May-5,2007-05-05,5,Saturday,2007-05
6,2007,May,213947.0,2007-May-6,2007-05-06,5,Sunday,2007-05
7,2007,May,443924.0,2007-May-7,2007-05-07,5,Monday,2007-05
8,2007,May,440405.0,2007-May-8,2007-05-08,5,Tuesday,2007-05
9,2007,May,444423.0,2007-May-9,2007-05-09,5,Wednesday,2007-05
10,2007,May,438792.0,2007-May-10,2007-05-10,5,Thursday,2007-05
11,2007,May,452061.0,2007-May-11,2007-05-11,5,Friday,2007-05
12,2007,May,317147.0,2007-May-12,2007-05-12,5,Saturday,2007-05
13,2007,May,194905.0,2007-May-13,2007-05-13,5,Sunday,2007-05
14,2007,May,171083.0,2007-May-14,2007-05-14,5,Monday,2007-05
15,2007,May,417705.0,2007-May-15,2007-05-15,5,Tuesday,2007-05
16,2007,May,453152.0,2007-May-16,2007-05-16,5,Wednesday,2007-05
17,2007,May,434447.0,2007-May-17,2007-05-17,5,Thursday,2007-05
18,2007,May,446836.0,2007-May-18,2007-05-18,5,Friday,2007-05
19,2007,May,316082.0,2007-May-19,2007-05-19,5,Saturday,2007-05
20,2007,May,208308.0,2007-May-20,2007-05-20,5,Sunday,2007-05
21,2007,May,444110.0,2007-May-21,2007-05-21,5,Monday,2007-05
22,2007,May,436123.0,2007-May-22,2007-05-22,5,Tuesday,2007-05
23,2007,May,451718.0,2007-May-23,2007-05-23,5,Wednesday,2007-05
24,2007,May,432892.0,2007-May-24,2007-05-24,5,Thursday,2007-05
25,2007,May,445751.0,2007-May-25,2007-05-25,5,Friday,2007-05
26,2007,May,321561.0,2007-May-26,2007-05-26,5,Saturday,2007-05
27,2007,May,217383.0,2007-May-27,2007-05-27,5,Sunday,2007-05
28,2007,May,435716.0,2007-May-28,2007-05-28,5,Monday,2007-05
29,2007,May,435161.0,2007-May-29,2007-05-29,5,Tuesday,2007-05
30,2007,May,449164.0,2007-May-30,2007-05-30,5,Wednesday,2007-05
31,2007,May,445576.0,2007-May-31,2007-05-31,5,Thursday,2007-05
1,2008,May,274414.0,2008-May-1,2008-05-01,5,Thursday,2008-05
2,2008,May,486246.0,2008-May-2,2008-05-02,5,Friday,2008-05
3,2008,May,323486.0,2008-May-3,2008-05-03,5,Saturday,2008-05
4,2008,May,220067.0,2008-May-4,2008-05-04,5,Sunday,2008-05
5,2008,May,471519.0,2008-May-5,2008-05-05,5,Monday,2008-05
6,2008,May,470167.0,2008-May-6,2008-05-06,5,Tuesday,2008-05
7,2008,May,476142.0,2008-May-7,2008-05-07,5,Wednesday,2008-05
8,2008,May,461775.0,2008-May-8,2008-05-08,5,Thursday,2008-05
9,2008,May,498560.0,2008-May-9,2008-05-09,5,Friday,2008-05
10,2008,May,326643.0,2008-May-10,2008-05-10,5,Saturday,2008-05
11,2008,May,196141.0,2008-May-11,2008-05-11,5,Sunday,2008-05
12,2008,May,410343.0,2008-May-12,2008-05-12,5,Monday,2008-05
13,2008,May,436925.0,2008-May-13,2008-05-13,5,Tuesday,2008-05
14,2008,May,488472.0,2008-May-14,2008-05-14,5,Wednesday,2008-05
15,2008,May,490560.0,2008-May-15,2008-05-15,5,Thursday,2008-05
16,2008,May,488729.0,2008-May-16,2008-05-16,5,Friday,2008-05
17,2008,May,304577.0,2008-May-17,2008-05-17,5,Saturday,2008-05
18,2008,May,256083.0,2008-May-18,2008-05-18,5,Sunday,2008-05
19,2008,May,470816.0,2008-May-19,2008-05-19,5,Monday,2008-05
20,2008,May,491917.0,2008-May-20,2008-05-20,5,Tuesday,2008-05
21,2008,May,475659.0,2008-May-21,2008-05-21,5,Wednesday,2008-05
22,2008,May,478225.0,2008-May-22,2008-05-22,5,Thursday,2008-05
23,2008,May,485976.0,2008-May-23,2008-05-23,5,Friday,2008-05
24,2008,May,336654.0,2008-May-24,2008-05-24,5,Saturday,2008-05
25,2008,May,217882.0,2008-May-25,2008-05-25,5,Sunday,2008-05
26,2008,May,481730.0,2008-May-26,2008-05-26,5,Monday,2008-05
27,2008,May,461989.0,2008-May-27,2008-05-27,5,Tuesday,2008-05
28,2008,May,472523.0,2008-May-28,2008-05-28,5,Wednesday,2008-05
29,2008,May,481910.0,2008-May-29,2008-05-29,5,Thursday,2008-05
30,2008,May,494302.0,2008-May-30,2008-05-30,5,Friday,2008-05
31,2008,May,340482.0,2008-May-31,2008-05-31,5,Saturday,2008-05
1,2009,May,307232.0,2009-May-1,2009-05-01,5,Friday,2009-05
2,2009,May,309735.0,2009-May-2,2009-05-02,5,Saturday,2009-05
3,2009,May,204541.0,2009-May-3,2009-05-03,5,Sunday,2009-05
4,2009,May,474876.0,2009-May-4,2009-05-04,5,Monday,2009-05
5,2009,May,478907.0,2009-May-5,2009-05-05,5,Tuesday,2009-05
6,2009,May,491718.0,2009-May-6,2009-05-06,5,Wednesday,2009-05
7,2009,May,406828.0,2009-May-7,2009-05-07,5,Thursday,2009-05
8,2009,May,514030.0,2009-May-8,2009-05-08,5,Friday,2009-05
9,2009,May,371214.0,2009-May-9,2009-05-09,5,Saturday,2009-05
10,2009,May,233825.0,2009-May-10,2009-05-10,5,Sunday,2009-05
11,2009,May,454582.0,2009-May-11,2009-05-11,5,Monday,2009-05
12,2009,May,486982.0,2009-May-12,2009-05-12,5,Tuesday,2009-05
13,2009,May,475387.0,2009-May-13,2009-05-13,5,Wednesday,2009-05
14,2009,May,456626.0,2009-May-14,2009-05-14,5,Thursday,2009-05
15,2009,May,490024.0,2009-May-15,2009-05-15,5,Friday,2009-05
16,2009,May,350070.0,2009-May-16,2009-05-16,5,Saturday,2009-05
17,2009,May,231346.0,2009-May-17,2009-05-17,5,Sunday,2009-05
18,2009,May,462155.0,2009-May-18,2009-05-18,5,Monday,2009-05
19,2009,May,467731.0,2009-May-19,2009-05-19,5,Tuesday,2009-05
20,2009,May,483989.0,2009-May-20,2009-05-20,5,Wednesday,2009-05
21,2009,May,456787.0,2009-May-21,2009-05-21,5,Thursday,2009-05
22,2009,May,476205.0,2009-May-22,2009-05-22,5,Friday,2009-05
23,2009,May,326941.0,2009-May-23,2009-05-23,5,Saturday,2009-05
24,2009,May,229360.0,2009-May-24,2009-05-24,5,Sunday,2009-05
25,2009,May,456261.0,2009-May-25,2009-05-25,5,Monday,2009-05
26,2009,May,462093.0,2009-May-26,2009-05-26,5,Tuesday,2009-05
27,2009,May,481311.0,2009-May-27,2009-05-27,5,Wednesday,2009-05
28,2009,May,449634.0,2009-May-28,2009-05-28,5,Thursday,2009-05
29,2009,May,478262.0,2009-May-29,2009-05-29,5,Friday,2009-05
30,2009,May,357719.0,2009-May-30,2009-05-30,5,Saturday,2009-05
31,2009,May,236373.0,2009-May-31,2009-05-31,5,Sunday,2009-05
1,2010,May,331935.0,2010-May-1,2010-05-01,5,Saturday,2010-05
2,2010,May,228600.0,2010-May-2,2010-05-02,5,Sunday,2010-05
3,2010,May,260751.0,2010-May-3,2010-05-03,5,Monday,2010-05
4,2010,May,496952.0,2010-May-4,2010-05-04,5,Tuesday,2010-05
5,2010,May,492654.0,2010-May-5,2010-05-05,5,Wednesday,2010-05
6,2010,May,476797.0,2010-May-6,2010-05-06,5,Thursday,2010-05
7,2010,May,494284.0,2010-May-7,2010-05-07,5,Friday,2010-05
8,2010,May,361310.0,2010-May-8,2010-05-08,5,Saturday,2010-05
9,2010,May,214905.0,2010-May-9,2010-05-09,5,Sunday,2010-05
10,2010,May,185214.0,2010-May-10,2010-05-10,5,Monday,2010-05
11,2010,May,460504.0,2010-May-11,2010-05-11,5,Tuesday,2010-05
12,2010,May,459486.0,2010-May-12,2010-05-12,5,Wednesday,2010-05
13,2010,May,483074.0,2010-May-13,2010-05-13,5,Thursday,2010-05
14,2010,May,488036.0,2010-May-14,2010-05-14,5,Friday,2010-05
15,2010,May,356074.0,2010-May-15,2010-05-15,5,Saturday,2010-05
16,2010,May,234229.0,2010-May-16,2010-05-16,5,Sunday,2010-05
17,2010,May,481509.0,2010-May-17,2010-05-17,5,Monday,2010-05
18,2010,May,478100.0,2010-May-18,2010-05-18,5,Tuesday,2010-05
19,2010,May,492786.0,2010-May-19,2010-05-19,5,Wednesday,2010-05
20,2010,May,479539.0,2010-May-20,2010-05-20,5,Thursday,2010-05
21,2010,May,478203.0,2010-May-21,2010-05-21,5,Friday,2010-05
22,2010,May,350608.0,2010-May-22,2010-05-22,5,Saturday,2010-05
23,2010,May,219566.0,2010-May-23,2010-05-23,5,Sunday,2010-05
24,2010,May,482311.0,2010-May-24,2010-05-24,5,Monday,2010-05
25,2010,May,472920.0,2010-May-25,2010-05-25,5,Tuesday,2010-05
26,2010,May,474249.0,2010-May-26,2010-05-26,5,Wednesday,2010-05
27,2010,May,462679.0,2010-May-27,2010-05-27,5,Thursday,2010-05
28,2010,May,491520.0,2010-May-28,2010-05-28,5,Friday,2010-05
29,2010,May,351583.0,2010-May-29,2010-05-29,5,Saturday,2010-05
30,2010,May,238818.0,2010-May-30,2010-05-30,5,Sunday,2010-05
31,2010,May,484189.0,2010-May-31,2010-05-31,5,Monday,2010-05
1,2011,May,226679.0,2011-May-1,2011-05-01,5,Sunday,2011-05
2,2011,May,480247.0,2011-May-2,2011-05-02,5,Monday,2011-05
3,2011,May,482400.0,2011-May-3,2011-05-03,5,Tuesday,2011-05
4,2011,May,488761.0,2011-May-4,2011-05-04,5,Wednesday,2011-05
5,2011,May,461227.0,2011-May-5,2011-05-05,5,Thursday,2011-05
6,2011,May,501997.0,2011-May-6,2011-05-06,5,Friday,2011-05
7,2011,May,330726.0,2011-May-7,2011-05-07,5,Saturday,2011-05
8,2011,May,206003.0,2011-May-8,2011-05-08,5,Sunday,2011-05
9,2011,May,444403.0,2011-May-9,2011-05-09,5,Monday,2011-05
10,2011,May,500937.0,2011-May-10,2011-05-10,5,Tuesday,2011-05
11,2011,May,497756.0,2011-May-11,2011-05-11,5,Wednesday,2011-05
12,2011,May,471840.0,2011-May-12,2011-05-12,5,Thursday,2011-05
13,2011,May,511002.0,2011-May-13,2011-05-13,5,Friday,2011-05
14,2011,May,354026.0,2011-May-14,2011-05-14,5,Saturday,2011-05
15,2011,May,228055.0,2011-May-15,2011-05-15,5,Sunday,2011-05
16,2011,May,485000.0,2011-May-16,2011-05-16,5,Monday,2011-05
17,2011,May,497000.0,2011-May-17,2011-05-17,5,Tuesday,2011-05
18,2011,May,489243.0,2011-May-18,2011-05-18,5,Wednesday,2011-05
19,2011,May,476586.0,2011-May-19,2011-05-19,5,Thursday,2011-05
20,2011,May,492642.0,2011-May-20,2011-05-20,5,Friday,2011-05
21,2011,May,364796.0,2011-May-21,2011-05-21,5,Saturday,2011-05
22,2011,May,235462.0,2011-May-22,2011-05-22,5,Sunday,2011-05
23,2011,May,474348.0,2011-May-23,2011-05-23,5,Monday,2011-05
24,2011,May,488728.0,2011-May-24,2011-05-24,5,Tuesday,2011-05
25,2011,May,496943.0,2011-May-25,2011-05-25,5,Wednesday,2011-05
26,2011,May,499404.0,2011-May-26,2011-05-26,5,Thursday,2011-05
27,2011,May,490362.0,2011-May-27,2011-05-27,5,Friday,2011-05
28,2011,May,356583.0,2011-May-28,2011-05-28,5,Saturday,2011-05
29,2011,May,237069.0,2011-May-29,2011-05-29,5,Sunday,2011-05
30,2011,May,480837.0,2011-May-30,2011-05-30,5,Monday,2011-05
31,2011,May,506085.0,2011-May-31,2011-05-31,5,Tuesday,2011-05
1,2012,May,308966.0,2012-May-1,2012-05-01,5,Tuesday,2012-05
2,2012,May,550388.0,2012-May-2,2012-05-02,5,Wednesday,2012-05
3,2012,May,545702.0,2012-May-3,2012-05-03,5,Thursday,2012-05
4,2012,May,560537.0,2012-May-4,2012-05-04,5,Friday,2012-05
5,2012,May,397740.0,2012-May-5,2012-05-05,5,Saturday,2012-05
6,2012,May,264747.0,2012-May-6,2012-05-06,5,Sunday,2012-05
7,2012,May,538395.0,2012-May-7,2012-05-07,5,Monday,2012-05
8,2012,May,546157.0,2012-May-8,2012-05-08,5,Tuesday,2012-05
9,2012,May,548685.0,2012-May-9,2012-05-09,5,Wednesday,2012-05
10,2012,May,525841.0,2012-May-10,2012-05-10,5,Thursday,2012-05
11,2012,May,559238.0,2012-May-11,2012-05-11,5,Friday,2012-05
12,2012,May,372800.0,2012-May-12,2012-05-12,5,Saturday,2012-05
13,2012,May,267582.0,2012-May-13,2012-05-13,5,Sunday,2012-05
14,2012,May,510432.0,2012-May-14,2012-05-14,5,Monday,2012-05
15,2012,May,547506.0,2012-May-15,2012-05-15,5,Tuesday,2012-05
16,2012,May,549323.0,2012-May-16,2012-05-16,5,Wednesday,2012-05
17,2012,May,549504.0,2012-May-17,2012-05-17,5,Thursday,2012-05
18,2012,May,538130.0,2012-May-18,2012-05-18,5,Friday,2012-05
19,2012,May,387564.0,2012-May-19,2012-05-19,5,Saturday,2012-05
20,2012,May,263512.0,2012-May-20,2012-05-20,5,Sunday,2012-05
21,2012,May,539966.0,2012-May-21,2012-05-21,5,Monday,2012-05
22,2012,May,523978.0,2012-May-22,2012-05-22,5,Tuesday,2012-05
23,2012,May,545888.0,2012-May-23,2012-05-23,5,Wednesday,2012-05
